"simRun","year","scenario","meanGV","varGV","varGxE","h2","H2","accSDN","accCET","accPYT","accAYT","accUYT","nParCET","nParPYT","nParAYT","nParUYT"
1,8,"Conv",8.88207541855401,0.55472045038911,0,NA,0.302204313255424,0.184954519467394,0.32428226786886,0.503670036031227,0.755523895107988,0.896023963751428,NA,NA,17,8
1,9,"Conv",9.02720989780282,0.567091097210044,0,NA,0.295128851612171,0.181498029153363,0.344734326974659,0.615800941523554,0.836588969303457,0.891213210025902,NA,NA,19,6
1,10,"Conv",9.33007270630084,0.521966062286199,0,NA,0.283135949259229,0.183701236201536,0.357543374259211,0.650601971394383,0.80158410773134,0.80436940000296,NA,NA,14,11
2,-19,"Conv",0.229476081820068,1.02853448374933,0,0,0,0,0,0,0,0,0,0,0,0
2,-18,"Conv",0.265329705020152,1.03559333803352,0,0,0,0,0,0,0,0,0,0,0,0
2,-17,"Conv",2.32406007803849,0.733447587897594,0,0,0,0,0,0,0,0,0,0,0,0
2,-16,"Conv",2.50080075911945,0.763527594319168,0,0,0,0,0,0,0,0,0,0,0,0
2,-15,"Conv",2.61286683727786,0.797719252135419,0,0,0,0,0,0,0,0,0,0,0,0
2,-14,"Conv",2.45365859217508,0.730638502510952,0,0,0,0,0,0,0,0,0,0,0,0
2,-13,"Conv",2.51131552323221,0.775017318099711,0,0,0,0,0,0,0,0,0,0,0,0
2,-12,"Conv",3.57230302612076,0.836959646248554,0,0,0,0,0,0,0,0,0,0,0,0
2,-11,"Conv",3.99068228666434,0.776615977323324,0,0,0,0,0,0,0,0,0,0,0,0
2,-10,"Conv",4.09828025105823,0.657927592296778,0,0,0,0,0,0,0,0,0,0,0,0
2,-9,"Conv",4.06689320114197,0.688720410788651,0,0,0,0,0,0,0,0,0,0,0,0
2,-8,"Conv",4.28130388369118,0.622437452400127,0,0,0,0,0,0,0,0,0,0,0,0
2,-7,"Conv",5.13851237256059,0.643515643018667,0,0,0,0,0,0,0,0,0,0,0,0
2,-6,"Conv",5.43552631817296,0.644719589422641,0,0,0,0,0,0,0,0,0,0,0,0
2,-5,"Conv",5.6303952882208,0.603849482476682,0,0,0,0,0,0,0,0,0,0,0,0
2,-4,"Conv",5.87973249673784,0.592414767797609,0,0,0,0,0,0,0,0,0,0,0,0
2,-3,"Conv",5.83115308667432,0.644979324821532,0,0,0,0,0,0,0,0,0,0,0,0
2,-2,"Conv",6.32773230339829,0.644767982615707,0,0,0,0,0,0,0,0,0,0,0,0
2,-1,"Conv",6.82760567778691,0.621015533606159,0,0,0,0,0,0,0,0,0,0,0,0
2,0,"Conv",6.93337323614847,0.58854600599414,0,0,0,0,0,0,0,0,0,0,0,0
2,1,"Conv",7.19715978539431,0.552012231444237,0,NA,0.271645193438578,0.160611229333975,0.302778989808941,0.590768883577506,0.844589192994068,0.817520927793972,NA,NA,17,8
2,2,"Conv",7.47079678598117,0.558397971754359,0,NA,0.302990100356783,0.182998215600588,0.326342113159377,0.656543740699293,0.781245125498395,0.781395702545212,NA,NA,20,5
2,3,"Conv",7.77924627483736,0.582066015668622,0,NA,0.282286531747282,0.195230375995471,0.346001276182811,0.51545194517535,0.812585168307662,0.892302574730445,NA,NA,11,14
2,4,"Conv",8.1310844020091,0.592182756216046,0,NA,0.259627630219843,0.189486268695128,0.388477684801652,0.585018023503031,0.781490151944158,0.777602540944836,NA,NA,11,14
2,5,"Conv",8.31006042519303,0.603720260049963,0,NA,0.244154184734689,0.1629154724524,0.344434968458757,0.63149200630168,0.797822407328559,0.843094113861272,NA,NA,16,9
2,6,"Conv",8.47102060587093,0.509054833266572,0,NA,0.244169254477139,0.165445777917562,0.382932174194607,0.603481628786193,0.76923918130447,0.898635624870285,NA,NA,18,7
2,7,"Conv",8.64741845763951,0.638293395497703,0,NA,0.228465916901762,0.184097271770623,0.341532791659576,0.594093327042325,0.824714022831036,0.721863758163406,NA,NA,19,6
2,8,"Conv",9.10528504730466,0.580535271362711,0,NA,0.251829877806435,0.180779888139867,0.382976925160986,0.545565742483611,0.850411860810774,0.797109277322667,NA,NA,21,4
2,9,"Conv",9.3240497909846,0.511317983869789,0,NA,0.243239706400881,0.172970283611802,0.388990455801281,0.583981072942112,0.848476204473361,0.916244288916213,NA,NA,14,11
2,10,"Conv",9.58112952775509,0.563117649079089,0,NA,0.238027452243633,0.168751988234127,0.284586993261709,0.618394928923895,0.853146767396467,0.925135454897646,NA,NA,18,7
